,AvgPriceperBottle,MarginPerBottle,PricePerLiter,R^2Score,TotalBottlesSold,TotalSales,Zip Code
332,10.3327123288,3.44706849315,14.951846611,0.546081524568,1354,10566.47,52303
333,10.645,3.5734375,13.9233680227,0.515492886255,526,4415.1,52306
334,13.7042624224,4.5799068323,12.542256732,0.716715182326,4477,55565.96,52310
335,17.5173631841,5.84998341625,14.4301437029,0.735476415901,18977,270642.54,52314
336,10.7096875,3.5715625,8.05122811359,0.868284765434,141,1301.32,52316
337,14.8013935681,4.94509188361,14.9257428488,0.531901640257,11554,139954.81,52317
338,13.5636842105,4.53578947368,12.0091624911,0.151922353953,507,5033.04,52324
339,15.2302252252,5.08963963964,15.5273553647,0.844409062669,2084,30131.92,52327
340,10.86,3.62,14.9818181818,1.0,11,123.6,52328
341,13.6953495441,4.58006079027,11.7418482443,0.659005221676,962,10680.62,52332
342,14.1646783626,4.72725146199,13.4375298045,0.846037821803,1972,25360.65,52333
343,12.1648148148,4.10925925926,11.5444043321,0.92301524298,408,4796.7,52336
344,9.43555555556,3.14666666667,17.44160401,0.991821820211,246,2087.76,52337
345,18.8858436214,6.30530864198,27.9963455772,0.962493610794,1758,41828.78,52338
346,11.1881060606,3.74204545455,13.0803747591,0.615840746062,1145,11336.63,52340
347,13.3484954604,4.45770428016,13.3873922016,0.782876651855,4965,59874.71,52342
348,10.4379310345,3.49103448276,10.8915732369,0.882641724252,316,3011.52,52345
349,13.033125,4.35875,14.0462306136,0.88091613113,411,5207.64,52347
350,13.306407767,4.44053398058,11.8137473171,0.893537259367,2476,32474.81,52349
351,14.5506666667,4.86066666667,13.2627126437,0.919879112107,206,2884.64,52351
352,11.1575,3.734,9.68923611111,0.511397148476,286,2790.5,52352
353,15.302677761,5.11011346445,14.5808215022,0.556184090228,11134,143205.83,52353
354,15.1732244898,5.06942857143,12.5658397731,0.799652499714,923,12228.07,52356
355,11.7372900763,3.9227480916,12.5719007323,0.75161421203,826,8824.72,52358
356,13.9802281369,4.68410646388,11.9156939777,0.924693040206,2349,31483.17,52361
357,20.5452108194,6.85217979316,18.2987653163,0.720405120982,18143,308372.44,52401
358,14.1879302393,4.73904295186,14.0826068187,0.69980877862,89329,1154143.14,52402
359,15.0246349745,5.02040747029,14.9081360632,0.565801375213,11346,146351.83,52403
360,13.4663790665,4.5003960396,13.6986630331,0.756139884739,41333,464167.69,52404
361,12.1109394632,4.04375499714,13.5407687052,0.687931137387,25176,272127.61,52405
362,16.5475347759,5.52838485317,16.745035531,0.893108476888,8056,133207.26,52411
363,13.2695664379,4.43167186525,14.3326292114,0.882617767648,23899,310079.41,52501
364,13.6714662757,4.5695601173,13.472463638,0.830986956054,2578,33003.09,52531
365,13.8771921182,4.63674876847,12.2568098444,0.751931445315,1053,13197.52,52537
366,13.9831654676,4.67232271326,11.9810202238,0.905568724706,7751,91108.59,52544
367,16.0265625,5.360625,14.2185778578,0.811370707787,296,3949.21,52553
368,13.34,4.44820512821,13.4710344828,0.625966701607,346,3515.94,52554
369,16.3250557621,5.44965303594,15.1511940659,0.806470885716,7643,104212.64,52556
370,14.5749765258,4.86873239437,13.679169739,0.832387883336,1278,18551.69,52565
371,18.9207462687,6.32447761194,16.8790317003,0.807359868563,420,7321.28,52571
372,14.8720343461,4.97449141347,13.4335646225,0.77718196863,12201,152501.99,52577
373,12.9701672241,4.33655518395,11.3439164129,0.778697805116,1358,15721.08,52591
374,14.4819004065,4.8346104336,15.1521774426,0.673922915346,27529,335973.17,52601
375,9.20533333333,3.07,13.1569082126,0.81542103223,174,1361.74,52623
376,14.0370588235,4.68117647059,15.8667768595,0.942176059784,222,2879.82,52625
377,11.479375,3.8284375,14.333919825,0.917594490377,276,3014.28,52626
378,14.3526753435,4.79535068691,13.7365523871,0.763313287287,10959,133755.97,52627
379,15.5547010551,5.19207502931,15.0072723785,0.860527907527,21965,319238.75,52632
380,15.3594389439,5.12293729373,14.9677107367,0.642346369198,933,12844.99,52637
381,8.50473684211,2.84763157895,12.6214581066,0.792767874818,410,2899.78,52639
382,13.6169818182,4.55072727273,13.2717337099,0.984027343369,11059,145307.7,52641
383,11.7047938144,3.90644329897,12.9640436789,0.649882962913,1122,11515.96,52653
384,14.0105473965,4.68412550067,13.9410458719,0.690233797193,9096,110326.37,52655
385,17.2343428571,5.74897142857,16.0471073378,0.844955365044,1666,26461.68,52656
386,17.1702919708,5.7330143282,16.4484684478,0.742952259491,44125,672194.79,52722
387,11.6562117647,3.8928,12.3720643804,0.529500038042,1032,10346.51,52726
388,10.4819444444,3.51666666667,12.5823006695,0.867310613843,540,5168.18,52728
389,13.5555395683,4.52424460432,13.2558668716,0.474381747145,1453,15437.65,52730
390,13.7231502481,4.58276045358,13.7135448087,0.712045272184,26148,322112.38,52732
391,12.175372549,4.06454901961,14.6227194525,0.572877085189,2996,30512.79,52733
392,12.3371034483,4.11837931034,14.8229281747,0.843250974425,3255,19186.65,52738
393,14.3268656716,4.79900497512,12.0869100067,0.948027009403,2867,40220.16,52742
394,12.4669230769,4.16441295547,11.585001045,0.695343145685,833,8868.55,52747
395,14.4896387283,4.84319364162,13.1887462296,0.520427837397,4673,54349.9,52748
396,12.48125,4.18078125,12.8715211372,0.753475573783,407,4509.28,52751
397,14.7177834179,4.91747884941,19.6856302516,0.956156922488,4742,68737.89,52753
398,14.3455945707,4.79166420773,13.8694990564,0.795889373116,25054,324474.85,52761
399,9.54846153846,3.1841025641,9.83851179095,0.882246269997,291,2469.86,52768
400,12.7643538767,4.27246520875,12.0742875617,0.979567117001,3919,48178.46,52772
401,15.2216911765,5.07966911765,15.6144690129,0.620239780328,1565,21199.14,52776
402,12.6169230769,4.21692307692,12.3917541118,0.774489646702,152,1665.08,52777
403,11.6688535032,3.90022292994,11.4935335335,0.79295433167,1120,11482.04,52778
404,22.25,7.42,23.4666666667,1.0,14,246.4,52801
405,10.6700479781,3.56204249486,13.5376206643,0.479161789041,18419,122219.67,52802
406,11.4056150342,3.8063667426,16.3538318847,0.452611163747,18468,131007.44,52803
407,13.6117692566,4.54652539522,14.932095373,0.674736880246,40831,448314.96,52804
408,13.5356111603,4.52405668733,13.146747316,0.856923152609,19476,218217.6,52806
409,15.7558895184,5.26367705382,14.5660485025,0.781558594355,50139,730049.04,52807
410,15.82,5.27565217391,15.1072164948,0.934741272518,324,4396.2,56201
411,16.2674594595,5.42902702703,14.8678186802,0.608507099594,1021,15185.99,712-2
