,AvgPriceperBottle,City,MarginPerBottle,PricePerLiter,R^2Score,TotalBottlesSold,TotalSales
144,12.48125,GRAND MOUND,4.18078125,12.8715211372,0.753475573783,407,4509.28
145,10.8970967742,GRANGER,3.63419354839,11.8466189809,0.78301636828,521,4819.56
146,14.2310377358,GREENE,4.75924528302,11.2412958435,0.82122132207,371,4597.69
147,14.0587113402,GREENFIELD,4.69458762887,13.0813974205,0.649942295982,1426,16887.43
148,15.2193745928,GRIMES,5.08569381107,13.9724425256,0.820752363758,9903,136766.04
149,14.5723113208,GRINNELL,4.86564690027,14.3002424123,0.833720498499,8816,118041.78
150,14.248,GRISWOLD,4.75,12.1973913043,0.902689660869,36,420.81
151,12.3723002421,GRUNDY CENTER,4.13401937046,11.9294077506,0.752458657356,2369,26572.04
152,12.390942029,GUTHRIE CENTER,4.14797101449,12.2494591086,0.785944528403,816,9624.89
153,16.5657936508,GUTTENBERG,5.53043650794,14.6756631741,0.825762635248,1445,20939.97
154,14.3418,GUTTENBURG,4.7845,13.1847971238,0.910173654434,717,10268.32
155,10.2611111111,HAMBURG,3.43148148148,14.2877045555,0.89223314906,371,3230.45
156,15.0353811659,HAMPTON,5.02813153961,12.6706867736,0.808941906444,4152,52992.74
157,13.8949016641,HARLAN,4.64231467474,11.950128994,0.912990578644,7446,101395.53
158,15.2460416667,HARPERS FERRY,5.10041666667,12.9049071076,0.432011658718,410,4105.18
159,13.0182154882,HARTLEY,4.35023569024,10.8729038294,0.988555063798,1493,19639.4
160,15.0442774566,HAWARDEN,5.02832369942,12.6680944178,0.621670053635,1252,16325.88
161,9.42387096774,HAZLETON,3.14258064516,12.8935761589,0.64630194606,722,3893.86
162,10.9741221374,HIAWATHA,3.66348600509,13.571193117,0.516437152419,4469,35900.42
163,16.31825,HOLSTEIN,5.44871875,14.8524195161,0.771143391207,1924,29710.78
164,13.3465,HOLY CROSS,4.46433333333,12.5100580403,0.909658268792,698,9160.49
165,10.7007407407,HOSPERS,3.57777777778,11.7722371968,0.973876874363,213,2445.8
166,12.4002597403,HUBBARD,4.14649350649,9.26451973566,0.941165235669,378,4640.32
167,17.434,HUDSON,5.82975,14.0131017595,0.632223195789,377,5551.01
168,14.4170749543,HUMBOLDT,4.81895795247,13.0154933041,0.852188595612,4334,57166.91
169,8.98566666667,HUMESTON,3.00566666667,10.7381144239,0.84464942672,340,2665.2
170,14.4604201681,HUXLEY,4.83428571429,13.5230372058,0.885739952997,997,13357.38
171,15.0773248408,IDA GROVE,5.04267515924,12.108336915,0.958125070092,3346,46483.3
172,14.7628316611,INDEPENDENCE,4.92702341137,13.0159348349,0.921303105694,7823,109552.26
173,14.1545005675,INDIANOLA,4.72733825199,12.3236579902,0.898096135308,15700,190450.55
174,14.4687931034,INWOOD,4.84155172414,12.8963553192,0.845545745161,931,12996.56
175,15.0248160746,IOWA CITY,5.01857520786,15.50298602,0.644151523959,93923,1250666.19
176,15.8285212299,IOWA FALLS,5.29040995608,13.0705017078,0.839606472049,7019,104122.1
177,15.8555555556,IRETON,5.28722222222,16.3478599222,0.845362986976,202,3151.05
178,17.9777419355,Inwood,6.01580645161,16.8710500808,0.899509574145,316,5221.59
179,15.6460771704,JEFFERSON,5.22628617363,12.8733190847,0.975038755876,4777,68543.73
180,14.8209944751,JESUP,4.95436464088,12.098317757,0.755766022278,709,9385.27
181,10.4387209302,JEWELL,3.49802325581,9.4204060774,0.843399785069,475,4792.82
182,14.4592466074,JOHNSTON,4.83089845578,14.2123873834,0.870629357945,12242,170671.87
183,10.193,KELLOG,3.399,11.0172065535,0.881235096038,157,1472.67
184,12.7527160494,KELLOGG,4.25481481481,15.3550435811,0.691675226597,374,3505.71
185,15.5547010551,KEOKUK,5.19207502931,15.0072723785,0.860527907527,21965,319238.75
186,14.5749765258,KEOSAUQUA,4.86873239437,13.679169739,0.832387883336,1278,18551.69
187,11.4745454545,KEOTA,3.83227272727,11.1834674788,0.621003814288,285,2570.52
188,12.4496,KINGSLEY,4.1676,11.6087671233,0.716544077544,521,5720.22
189,13.4214942529,KNOXVILLE,4.48326149425,13.3965025547,0.655756731535,7805,93997.23
190,13.4375403226,LA PORTE CITY,4.49564516129,12.6362805343,0.839045296448,1179,14929.26
191,13.806350365,LAKE CITY,4.62051094891,11.5328992629,0.836760441267,1120,14081.67
192,13.4020873786,LAKE MILLS,4.4813592233,12.2010709794,0.703042555004,1437,15812.71
193,13.2221212121,LAKE PARK,4.42121212121,11.8865198238,0.944000284497,314,4047.36
194,15.1740721649,LAKE VIEW,5.07582474227,12.4684971849,0.522557351327,1719,21592.32
195,10.9141509434,LAMONI,3.65764150943,13.2295614765,0.743813093254,826,8426.04
196,12.5330666667,LANSING,4.1926,10.8410538326,0.741801043578,956,10451.86
197,16.3638157895,LARCHWOOD,5.46322368421,14.5915911524,0.707142660132,1898,27937.79
198,14.16875,LATIMER,4.74625,8.43587628866,0.964624029739,90,1227.42
199,12.2772340426,LAURENS,4.10936170213,10.1329363918,0.77048892873,1283,13852.94
200,17.2595121951,LAWLER,5.77853658537,16.7877110531,0.961955667495,566,9644.54
201,14.7114652015,LE CLAIRE,4.91062271062,15.6627060228,0.604381736166,1030,11679.21
202,13.3541071429,LE GRAND,4.46389285714,13.609200456,0.698342411684,718,8357.41
203,16.4430023641,LE MARS,5.49016548463,13.4791581068,0.818123920252,4176,58067.0
204,14.7232075472,LECLAIRE,4.92336477987,20.7780023379,0.970003135039,3712,57058.68
205,14.6695005675,LEMARS,4.89746878547,13.824637969,0.790376557644,6439,88410.91
206,13.4029787234,LENOX,4.47326241135,12.9054961134,0.772812211488,685,7056.08
207,14.5661538462,LEON,4.87,13.8716666667,0.674745230873,958,11319.28
208,13.5761151079,LISBON,4.55014388489,12.0895943748,0.796282413592,931,11519.57
209,12.0962135922,LOGAN,4.04708737864,11.0487119844,0.80614483883,757,8929.79
210,11.3733333333,LOHRVILLE,3.79333333333,15.5,1.0,12,139.5
211,12.8581818182,LOST NATION,4.28757575758,14.040128623,0.655631304233,284,3187.39
212,10.9772727273,LOVILIA,3.66090909091,16.8731048806,0.78457047609,92,812.44
213,12.5527777778,MADRID,4.19105555556,12.6481725449,0.825964009772,894,10080.72
214,8.538,MALVERN,2.84766666667,11.6852173913,0.889044326614,468,3225.12
215,15.2270702541,MANCHESTER,5.09016442451,12.9933177486,0.857898369293,7084,96989.27
216,10.37625,MANLY,3.46,12.2632457748,0.611372975447,401,3011.24
217,14.9879847909,MANNING,5.00673003802,13.9642395708,0.68014555305,946,12753.54
218,13.3956395349,MANSON,4.47430232558,13.4297682285,0.807542253396,1157,15245.07
219,15.5028505747,MAPLETON,5.18588505747,13.0042149906,0.844347677323,2119,29926.73
220,13.5865878645,MAQUOKETA,4.53842395587,12.0140637819,0.95028721051,9180,118468.16
221,13.6206493506,MARCUS,4.55935064935,11.6036452005,0.799110591517,367,4774.9
222,13.8390140845,MARENGO,4.63300469484,12.2100599512,0.848745365461,2712,40774.03
223,13.8507243461,MARION,4.62692152918,13.3027646875,0.877990071952,22629,291375.51
224,14.9407680835,MARSHALLTOWN,4.99117076808,14.5328798293,0.669207862919,25414,338061.38
225,13.585,MARTENSDALE,4.53,16.4586407767,0.772447261386,228,2542.86
226,14.8469118718,MASON CITY,4.95990531682,12.9879350425,0.489694597669,39056,477804.83
227,12.0561538462,MAXWELL,4.07923076923,11.3605542725,0.991329627965,300,3689.34
228,10.645,MECHANICSVILLE,3.5734375,13.9233680227,0.515492886255,526,4415.1
229,15.2722740525,MEDIAPOLIS,5.09443148688,15.1168491001,0.549688440511,1145,14832.35
230,13.54,MELBOURNE,4.515,11.9309090909,0.982772024793,74,984.3
231,15.0083040936,MELCHER-DALLAS,5.00766081871,14.596808606,0.697291735262,1245,16282.74
232,11.857,MERRILL,3.978,12.8365384615,0.765695976209,97,1001.25
233,15.2013487882,MILFORD,5.07464699684,13.6156055916,0.706786198859,10956,153328.33
234,13.2088888889,MINDEN,4.43333333333,16.4177932042,0.915041063335,72,898.71
235,13.3707012195,MISSOURI VALLEY,4.46678353659,12.716074139,0.617292129811,2701,29740.99
236,16.7934411085,MONONA,5.6133256351,13.8459299773,0.776807853988,1449,22075.12
237,12.4867768595,MONROE,4.1694214876,13.0305790701,0.703062854946,787,8496.98
238,15.4353913043,MONTEZUMA,5.15466666667,13.3106695173,0.8346620877,2081,29572.98
239,13.7042624224,MONTICELLO,4.5799068323,12.542256732,0.716715182326,4477,55565.96
240,8.50473684211,MONTROSE,2.84763157895,12.6214581066,0.792767874818,410,2899.78
241,18.9207462687,MORAVIA,6.32447761194,16.8790317003,0.807359868563,420,7321.28
242,14.007761194,MOUNT AYR,4.68278606965,11.4158804736,0.903103020566,1298,18223.17
243,13.2578771552,MOUNT PLEASANT,4.43047413793,13.2341205535,0.985538154704,8881,113352.36
244,17.3309964727,MOUNT VERNON,5.78845679012,14.5519237405,0.730956633707,17716,254311.02
245,15.5544767442,MT PLEASANT,5.19953488372,13.4068974198,0.871478959328,2178,31955.34
246,20.4526388889,MT VERNON,6.81902777778,12.7664803596,0.848942954927,1261,16331.52
247,14.3455945707,MUSCATINE,4.79166420773,13.8694990564,0.795889373116,25054,324474.85
248,14.293372093,NASHUA,4.77279069767,12.2582689487,0.769347068823,483,6267.04
249,11.1912698413,NEOLA,3.74206349206,13.5793125793,0.926519919093,431,5029.37
250,13.3358008658,NEVADA,4.4555952381,12.2924376132,0.601057238642,4325,47249.18
251,13.9537451737,NEW HAMPTON,4.668996139,10.8469906787,0.839469662476,1834,23052.35
252,13.8428571429,NEW SHARON,4.61607142857,12.3445106383,0.954566237551,228,2900.96
253,12.2088571429,NEW VIRGINIA,4.07828571429,13.7834018399,0.873666666625,292,3520.97
254,14.2280929866,NEWTON,4.75398345154,12.8728886481,0.678654839993,15652,185805.73
255,12.0634090909,NORA SPRINGS,4.03022727273,13.9223966394,0.836938937447,404,4407.97
256,10.7096875,NORTH ENGLISH,3.5715625,8.05122811359,0.868284765434,141,1301.32
257,14.8013935681,NORTH LIBERTY,4.94509188361,14.9257428488,0.531901640257,11554,139954.81
258,13.7361111111,NORTHWOOD,4.58898148148,11.9015248254,0.868848324092,1086,14260.05
259,13.2597587719,NORWALK,4.43495614035,12.4622555896,0.914489993901,5855,79511.06
260,14.5314503817,Northwood,4.86534351145,11.2867559474,0.893316977231,1370,20277.56
261,13.9618823529,OAKLAND,4.65909803922,13.5737501324,0.595370555007,1289,14099.19
262,13.5206467662,OELWEIN,4.52429519071,12.3410143515,0.558237983954,7979,100428.83
263,13.4484552846,OGDEN,4.49520325203,12.8866671299,0.722120919625,784,9273.89
264,12.898,OKOBOJI,4.30125,14.9297105494,0.743252748267,309,3744.67
265,14.0529634146,ONAWA,4.69793902439,13.8985353459,0.500063060724,3390,37852.8
266,14.1188590604,ORANGE CITY,4.71567114094,11.2301627551,0.970983136791,4465,64439.46
267,13.584835443,OSAGE,4.54350632911,11.4273801432,0.732968563808,2640,30764.45
268,14.5151440922,OSCEOLA,4.85015850144,13.755696414,0.93384762806,5429,78233.46
269,14.8720343461,OSKALOOSA,4.97449141347,13.4335646225,0.77718196863,12201,152501.99
270,9.2465,OTHO,3.092,12.225046729,0.590962510682,252,1962.12
271,13.2208646288,OTTUMWA,4.41528384279,14.1260198315,0.88910501786,18303,235714.96
272,13.3913209607,OTTUWMA,4.4726419214,15.0294062365,0.872730403594,5596,74364.45
273,16.6659016393,PACIFIC JUNCTION,5.56163934426,14.3854950765,0.155919335252,1211,12403.03
274,13.5636842105,PALO,4.53578947368,12.0091624911,0.151922353953,507,5033.04
275,13.7435114504,PANORA,4.59541984733,12.4038645525,0.550732025312,1946,23077.39
276,13.2792941176,PARKERSBURG,4.44364705882,11.1435483871,0.880568254411,915,11399.85
277,15.441875,PAULLINA,5.166015625,11.198404119,0.50135055472,853,10048.44
278,15.457532014,PELLA,5.16643771828,14.1830097584,0.905486399834,7998,120531.33
279,11.8546428571,PEOSTA,3.95964285714,15.5320766718,0.857188845855,474,5372.39
280,13.3335670357,PERRY,4.45367773678,12.7048858932,0.849351723785,5335,64350.12
281,16.5228571429,PLEASANT HILL,5.52395348837,13.3641419346,0.865112077569,8266,111790.78
282,14.536809816,PLEASANTVILLE,4.85472392638,11.7791645192,0.489644744016,915,8456.38
283,13.4303703704,POCAHONTAS,4.48525252525,10.8562458389,0.984444953712,2084,26089.73
284,13.9508791209,POLK CITY,4.67600732601,12.7091403384,0.96921536596,2394,31976.07
285,14.1919565217,POSTVILLE,4.73195652174,11.8275126633,0.536792720499,387,4436.5
286,9.70727272727,PRAIRIE CITY,3.25181818182,14.7237700925,0.757219567609,377,3022.79
287,17.594537037,PRIMGHAR,5.87777777778,14.9117234247,0.736139764177,640,10093.0
288,9.54846153846,PRINCETON,3.1841025641,9.83851179095,0.882246269997,291,2469.86
289,13.8992361111,RAYMOND,4.63479166667,15.6881123033,0.446095211358,728,7398.2
290,15.3326196474,RED OAK,5.12102015113,13.0075779147,0.877240374155,5967,76745.23
291,12.176969697,REINBECK,4.09848484848,11.1844289044,0.807411087525,325,3598.59
292,13.7705343511,REMSEN,4.61374045802,12.4575228265,0.800832213096,958,12552.2
293,13.9806060606,RICEVILLE,4.66151515152,11.0629069767,0.845666559906,219,2854.23
294,15.2302252252,RIVERSIDE,5.08963963964,15.5273553647,0.844409062669,2084,30131.92
295,10.86,ROBINS,3.62,14.9818181818,1.0,11,123.6
296,15.1245020747,ROCK RAPIDS,5.05323651452,13.3323171753,0.470564124143,3434,43778.13
297,12.8176595745,ROCK VALLEY,4.28542553191,11.9992983558,0.828230741674,985,11458.13
298,12.8291925466,ROCKWELL,4.30248447205,11.965735847,0.744494447047,670,8625.74
299,10.0974107143,ROCKWELL CITY,3.37035714286,10.2580751639,0.792746463916,698,6526.29
300,14.9091176471,ROLFE,4.97117647059,12.8820441347,0.907236297576,193,2772.86
301,13.8045652174,RUTHVEN,4.60847826087,10.5667851852,0.702026878501,294,3566.29
302,15.7446875,SAC CITY,5.259328125,11.9201957997,0.682608357077,2728,36138.1
303,12.4986931818,SANBORN,4.17278409091,12.0937402724,0.934304507599,657,8158.8
304,15.3126666667,SCHALLER,5.106,11.6404407713,0.902626902486,77,1056.37
305,17.3986057692,SCHLESWIG,5.80745192308,14.4693494898,0.919892095211,682,11343.97
306,10.4992,SCRANTON,3.5012,12.2578795054,0.86255464282,241,2329.61
307,14.0009308511,SERGEANT BLUFF,4.6779787234,13.3804458319,0.802077762314,2259,27773.39
308,10.7185185185,SHEFFIELD,3.58703703704,11.7962303665,0.840557321156,364,3379.62
309,14.2990368852,SHELDON,4.7775307377,12.8854125627,0.910580206402,8139,113488.4
310,13.6953495441,SHELLSBURG,4.58006079027,11.7418482443,0.659005221676,962,10680.62
