,AvgPriceperBottle,City,MarginPerBottle,PricePerLiter,R^2Score,TotalBottlesSold,TotalSales
311,13.9397168405,SHENANDOAH,4.65837555887,13.4355199631,0.86439909232,6325,83817.76
312,15.5773219373,SIBLEY,5.20806267806,13.4629333547,0.717078980088,2132,30313.41
313,12.9701672241,SIGOURNEY,4.33655518395,11.3439164129,0.778697805116,1358,15721.08
314,15.7326714286,SIOUX CENTER,5.25241428571,14.8941998338,0.93614024162,5929,98607.05
315,14.960418357,SIOUX CITY,4.99485547667,14.8889433438,0.801287585832,90757,1200607.02
316,14.1503482587,SIOUX RAPIDS,4.72751243781,11.8309838686,0.728763258588,893,10583.17
317,12.6143076923,SLATER,4.218,12.7719418185,0.789645283102,490,5417.73
318,10.8753982301,SLOAN,3.63637168142,13.5608735122,0.929717526962,977,10755.4
319,14.1646783626,SOLON,4.72725146199,13.4375298045,0.846037821803,1972,25360.65
320,14.4563141361,SPENCER,4.82908376963,12.140974708,0.819016460318,13733,176608.81
321,15.4718143204,SPIRIT LAKE,5.16940533981,13.3912822449,0.687652501857,17136,241553.69
322,12.1648148148,SPRINGVILLE,4.10925925926,11.5444043321,0.92301524298,408,4796.7
323,18.2043315508,ST ANSGAR,6.07844919786,11.6035067174,0.637574298323,1327,17835.17
324,11.0514285714,ST CHARLES,3.7125,12.6121082621,0.866617360314,339,3541.48
325,22.3757894737,ST LUCAS,7.4598245614,16.4117261655,0.830484810753,477,9769.08
326,9.43555555556,STANWOOD,3.14666666667,17.44160401,0.991821820211,246,2087.76
327,11.6921764706,STATE CENTER,3.90911764706,11.4882002384,0.755972015504,506,5783.16
328,15.7720499603,STORM LAKE,5.26927835052,14.4493133405,0.686273126739,14734,201149.18
329,11.0787550201,STORY CITY,3.70662650602,11.5805902546,0.846420813362,1940,20274.95
330,17.2072151899,STRATFORD,5.75075949367,12.5391014593,0.849809834547,367,5456.39
331,13.9770689655,STRAWBERRY POINT,4.66913793103,10.4673539519,0.895775024806,536,6853.5
332,12.9558947368,STUART,4.33049122807,11.750945512,0.830626017222,2109,23893.08
333,11.74,SULLY,3.915,15.701754386,0.930008171675,228,2685.0
334,15.5144610778,SUMNER,5.1797005988,13.2182503753,0.822911204648,801,11533.32
335,14.5797142857,SUTHERLAND,4.868,12.6840366972,0.392216910276,358,4147.68
336,15.2690909091,SWEA CITY,5.09151515152,13.1331610624,0.356520989346,320,4015.07
337,18.8858436214,SWISHER,6.30530864198,27.9963455772,0.962493610794,1758,41828.78
338,11.1881060606,TIFFIN,3.74204545455,13.0803747591,0.615840746062,1145,11336.63
339,12.7643538767,TIPTON,4.27246520875,12.0742875617,0.979567117001,3919,48178.46
340,13.3484954604,TOLEDO,4.45770428016,13.3873922016,0.782876651855,4965,59874.71
341,13.4454857143,TRAER,4.48411428571,11.5316093491,0.534340474743,1296,12936.39
342,14.26125,TREYNOR,4.765,14.5460877204,0.520476544338,206,2318.21
343,14.0306722689,TRIPOLI,4.68953781513,11.4614079345,0.816461841585,1527,20263.54
344,10.4379310345,URBANA,3.49103448276,10.8915732369,0.882641724252,316,3011.52
345,14.6318316832,URBANDALE,4.88666254125,16.2019370979,0.905616627618,25212,339997.65
346,14.7821052632,Urbandale,4.94605263158,16.1342281879,0.64612544325,331,4158.92
347,10.45,VAN METER,3.48533333333,9.82889842632,0.260128529382,294,2061.12
348,13.033125,VICTOR,4.35875,14.0462306136,0.88091613113,411,5207.64
349,13.4822727273,VILLISCA,4.51090909091,12.2470351759,0.778776230632,167,1827.87
350,13.306407767,VINTON,4.44053398058,11.8137473171,0.893537259367,2476,32474.81
351,14.5506666667,WALFORD,4.86066666667,13.2627126437,0.919879112107,206,2884.64
352,11.1575,WALKER,3.734,9.68923611111,0.511397148476,286,2790.5
353,13.2185714286,WALL LAKE,4.43142857143,17.0006779661,0.997448611153,177,2256.84
354,13.7825,WALNUT,4.60057692308,15.2937603534,0.809803973619,479,5539.4
355,11.7047938144,WAPELLO,3.90644329897,12.9640436789,0.649882962913,1122,11515.96
356,11.3973333333,WASHBURN,3.84466666667,14.0130582076,0.896850531807,280,2275.02
357,15.302677761,WASHINGTON,5.11011346445,14.5808215022,0.556184090228,11134,143205.83
358,13.4622373448,WATERLOO,4.49561365807,14.9277835473,0.531354430189,117206,1211603.55
359,15.1097419355,WAUKEE,5.05262365591,16.2187955783,0.703048672193,13677,196604.24
360,15.4614375,WAUKON,5.1633375,12.8819736166,0.766100406591,5697,80006.46
361,14.9356865285,WAVERLY,4.99195595855,13.0704683817,0.827637444721,11856,160655.27
362,13.2353424658,WEBSTER CITY,4.42478310502,12.6049600177,0.960576652115,7102,85515.2
363,15.1732244898,WELLMAN,5.06942857143,12.5658397731,0.799652499714,923,12228.07
364,9.86047619048,WELLSBURG,3.31285714286,8.66118811881,0.635509514819,312,2624.34
365,18.4165,WESLEY,6.15621428571,13.7302391796,0.770469277396,1495,23243.51
366,17.0749056604,WEST BEND,5.69613207547,10.1905834618,0.992534981053,1027,15471.14
367,11.7372900763,WEST BRANCH,3.9227480916,12.5719007323,0.75161421203,826,8824.72
368,14.9620613288,WEST BURLINGTON,5.00470187394,12.8864327604,0.835791143006,6064,83806.4
369,15.8640528819,WEST DES MOINES,5.29918718523,16.5135283257,0.892340784709,73941,1181449.32
370,15.2216911765,WEST LIBERTY,5.07966911765,15.6144690129,0.620239780328,1565,21199.14
371,17.2343428571,WEST POINT,5.74897142857,16.0471073378,0.844955365044,1666,26461.68
372,14.5489020772,WEST UNION,4.86130563798,11.3007801327,0.95006714884,2192,28841.06
373,12.6169230769,WHEATLAND,4.21692307692,12.3917541118,0.774489646702,152,1665.08
374,13.9802281369,WILLIAMSBURG,4.68410646388,11.9156939777,0.924693040206,2349,31483.17
375,11.6688535032,WILTON,3.90022292994,11.4935335335,0.79295433167,1120,11482.04
376,16.0214372542,WINDSOR HEIGHTS,5.35066499821,14.1798578397,0.731210584064,38449,599211.44
377,14.5621611253,WINTERSET,4.86680306905,11.7308848711,0.911448558984,6990,88099.18
378,15.5079245283,WINTHROP,5.18490566038,14.1019543974,0.863384048066,414,6061.02
379,12.6663870968,WOODBINE,4.23090322581,14.4531715586,0.808462562441,667,8100.28
380,11.1705714286,WOODWARD,3.75314285714,12.262084507,0.910451854617,306,3264.78
381,11.5565384615,ZWINGLE,3.86653846154,12.6541934631,0.580843225501,617,5745.51
